хэлбэр	хэлбэрт	N|DAT;SG	хэлбэр|т
хэлбэр	хэлбэрийг	N|ACC;SG	хэлбэр|ийг
хэлбэр	хэлбэрээс	N|ABL;SG	хэлбэр|ээс
хэлбэр	хэлбэрээр	N|INS;SG	хэлбэр|ээр
хэлбэр	хэлбэртэй	N|COM;SG	хэлбэр|тэй
хэлбэр	хэлбэрээ	N|VOC;SG	хэлбэр|ээ
зай	зайн	N|GEN;SG	зай|н
зай	зайд	N|DAT;SG	зай|д
зай	зайг	N|ACC;SG	зай|г
зай	зайнаас	N|ABL;SG	зай|аас
зай	зайгаар	N|INS;SG	зай|аар
зай	зайтай	N|COM;SG	зай|тай
зай	зайгаа	N|VOC;SG	зай|аа
гол	голын	N|GEN;SG	гол|ын
гол	голд	N|DAT;SG	гол|д
гол	голыг	N|ACC;SG	гол|ыг
гол	голоос	N|ABL;SG	гол|оос
гол	голоор	N|INS;SG	гол|оор
гол	голтой	N|COM;SG	гол|той
гол	голоо	N|VOC;SG	гол|оо
цөм	цөмийн	N|GEN;SG	цөм|ийн
цөм	цөмд	N|DAT;SG	цөм|д
цөм	цөмийг	N|ACC;SG	цөм|ийг
цөм	цөмөөс	N|ABL;SG	цөм|өөс
цөм	цөмөөр	N|INS;SG	цөм|өөр
цөм	цөмтэй	N|COM;SG	цөм|тэй
цөм	цөмөө	N|VOC;SG	цөм|өө
хэрэг	хэргийн	N|GEN;SG	хэрэг|ийн
хэрэг	хэрэгт	N|DAT;SG	хэрэг|т
хэрэг	хэргийг	N|ACC;SG	хэрэг|ийг
хэрэг	хэргээс	N|ABL;SG	хэрэг|ээс
хэрэг	хэргээр	N|INS;SG	хэрэг|ээр
хэрэг	хэрэгтэй	N|COM;SG	хэрэг|тэй
хэрэг	хэргээ	N|VOC;SG	хэрэг|ээ
явц	явцын	N|GEN;SG	явц|ын
явц	явцад	N|DAT;SG	явц|д
явц	явцыг	N|ACC;SG	явц|ыг
явц	явцаас	N|ABL;SG	явц|аас
явц	явцаар	N|INS;SG	явц|аар
явц	явцтай	N|COM;SG	явц|тай
явц	явцаа	N|VOC;SG	явц|аа
зам	замын	N|GEN;SG	зам|ын
зам	замд	N|DAT;SG	зам|д
зам	замыг	N|ACC;SG	зам|ыг
зам	замаас	N|ABL;SG	зам|аас
зам	замаар	N|INS;SG	зам|аар
зам	замтай	N|COM;SG	зам|тай
зам	замаа	N|VOC;SG	зам|аа
харилцаа	харилцааны	N|GEN;SG	харилцаа|ы
харилцаа	харилцаанд	N|DAT;SG	харилцаа|д
харилцаа	харилцааг	N|ACC;SG	харилцаа|г
харилцаа	харилцаанаас	N|ABL;SG	харилцаа|аас
харилцаа	харилцаагаар	N|INS;SG	харилцаа|аар
харилцаа	харилцаатай	N|COM;SG	харилцаа|тай
харилцаа	харилцаагаа	N|VOC;SG	харилцаа|аа
үйс	үйсний	N|GEN;SG	үйс|ий
үйс	үйсэнд	N|DAT;SG	үйс|д
үйс	үйсийг	N|ACC;SG	үйс|ийг
үйс	үйсээс	N|ABL;SG	үйс|ээс
үйс	үйсээр	N|INS;SG	үйс|ээр
үйс	үйстэй	N|COM;SG	үйс|тэй
үйс	үйсээ	N|VOC;SG	үйс|ээ
дарангуйлагч	дарангуйлагчийн	N|GEN;SG	дарангуйлагч|ийн
дарангуйлагч	дарангуйлагчид	N|DAT;SG	дарангуйлагч|д
дарангуйлагч	дарангуйлагчийг	N|ACC;SG	дарангуйлагч|ийг
дарангуйлагч	дарангуйлагчаас	N|ABL;SG	дарангуйлагч|аас
дарангуйлагч	дарангуйлагчаар	N|INS;SG	дарангуйлагч|аар
дарангуйлагч	дарангуйлагчтай	N|COM;SG	дарангуйлагч|тай
дарангуйлагч	дарангуйлагчаа	N|VOC;SG	дарангуйлагч|аа
өнцөг	өнцгийн	N|GEN;SG	өнцөг|ийн
өнцөг	өнцөгт	N|DAT;SG	өнцөг|т
өнцөг	өнцгийг	N|ACC;SG	өнцөг|ийг
өнцөг	өнцгөөс	N|ABL;SG	өнцөг|өөс
өнцөг	өнцгөөр	N|INS;SG	өнцөг|өөр
өнцөг	өнцөгтэй	N|COM;SG	өнцөг|тэй
өнцөг	өнцгөө	N|VOC;SG	өнцөг|өө
ирмэг	ирмэгийн	N|GEN;SG	ирмэг|ийн
ирмэг	ирмэгт	N|DAT;SG	ирмэг|т
ирмэг	ирмэгийг	N|ACC;SG	ирмэг|ийг
ирмэг	ирмэгээс	N|ABL;SG	ирмэг|ээс
ирмэг	ирмэгээр	N|INS;SG	ирмэг|ээр
ирмэг	ирмэгтэй	N|COM;SG	ирмэг|тэй
ирмэг	ирмэгээ	N|VOC;SG	ирмэг|ээ
булан	булангийн	N|GEN;SG	булан|ийн
булан	буланд	N|DAT;SG	булан|д
булан	буланг	N|ACC;SG	булан|г
булан	булангаас	N|ABL;SG	булан|аас
булан	булангаар	N|INS;SG	булан|аар
булан	булантай	N|COM;SG	булан|тай
булан	булангаа	N|VOC;SG	булан|аа
үзүүр	үзүүрийн	N|GEN;SG	үзүүр|ийн
үзүүр	үзүүрт	N|DAT;SG	үзүүр|т
үзүүр	үзүүрийг	N|ACC;SG	үзүүр|ийг
үзүүр	үзүүрээс	N|ABL;SG	үзүүр|ээс
үзүүр	үзүүрээр	N|INS;SG	үзүүр|ээр
үзүүр	үзүүртэй	N|COM;SG	үзүүр|тэй
үзүүр	үзүүрээ	N|VOC;SG	үзүүр|ээ
үзэгдэл	үзэгдлийн	N|GEN;SG	үзэгдэл|ийн
үзэгдэл	үзэгдэлд	N|DAT;SG	үзэгдэл|д
үзэгдэл	үзэгдлийг	N|ACC;SG	үзэгдэл|ийг
үзэгдэл	үзэгдлээс	N|ABL;SG	үзэгдэл|ээс
үзэгдэл	үзэгдлээр	N|INS;SG	үзэгдэл|ээр
үзэгдэл	үзэгдэлтэй	N|COM;SG	үзэгдэл|тэй
үзэгдэл	үзэгдлээ	N|VOC;SG	үзэгдэл|ээ
гавьяа	гавьяаны	N|GEN;SG	гавьяа|ы
гавьяа	гавьяанд	N|DAT;SG	гавьяа|д
гавьяа	гавьяаг	N|ACC;SG	гавьяа|г
гавьяа	гавьяанаас	N|ABL;SG	гавьяа|аас
гавьяа	гавьяагаар	N|INS;SG	гавьяа|аар
гавьяа	гавьяатай	N|COM;SG	гавьяа|тай
гавьяа	гавьяагаа	N|VOC;SG	гавьяа|аа
найруулагч	найруулагчийн	N|GEN;SG	найруулагч|ийн
найруулагч	найруулагчид	N|DAT;SG	найруулагч|д
найруулагч	найруулагчийг	N|ACC;SG	найруулагч|ийг
найруулагч	найруулагчаас	N|ABL;SG	найруулагч|аас
найруулагч	найруулагчаар	N|INS;SG	найруулагч|аар
найруулагч	найруулагчтай	N|COM;SG	найруулагч|тай
найруулагч	найруулагчаа	N|VOC;SG	найруулагч|аа
соёл	соёлын	N|GEN;SG	соёл|ын
соёл	соёлд	N|DAT;SG	соёл|д
соёл	соёлыг	N|ACC;SG	соёл|ыг
соёл	соёлоос	N|ABL;SG	соёл|оос
соёл	соёлоор	N|INS;SG	соёл|оор
соёл	соёлтой	N|COM;SG	соёл|той
соёл	соёлоо	N|VOC;SG	соёл|оо
бэлхүүсэвч	бэлхүүсэвчийн	N|GEN;SG	бэлхүүсэвч|ийн
бэлхүүсэвч	бэлхүүсэвчид	N|DAT;SG	бэлхүүсэвч|д
бэлхүүсэвч	бэлхүүсэвчийг	N|ACC;SG	бэлхүүсэвч|ийг
бэлхүүсэвч	бэлхүүсэвчнээс	N|ABL;SG	бэлхүүсэвч|ээс
бэлхүүсэвч	бэлхүүсэвчээр	N|INS;SG	бэлхүүсэвч|ээр
бэлхүүсэвч	бэлхүүсэвчтэй	N|COM;SG	бэлхүүсэвч|тэй
бэлхүүсэвч	бэлхүүсэвчээ	N|VOC;SG	бэлхүүсэвч|ээ
суурь	суурийн	N|GEN;SG	суурь|ийн
суурь	суурьд	N|DAT;SG	суурь|д
суурь	суурийг	N|ACC;SG	суурь|ийг
суурь	сууриас	N|ABL;SG	суурь|ас
суурь	сууриар	N|INS;SG	суурь|ар
суурь	суурьтай	N|COM;SG	суурь|тай
суурь	сууриа	N|VOC;SG	суурь|а
костюм	костюмын	N|GEN;SG	костюм|ын
костюм	костюмд	N|DAT;SG	костюм|д
костюм	костюмыг	N|ACC;SG	костюм|ыг
костюм	костюмаас	N|ABL;SG	костюм|аас
костюм	костюмаар	N|INS;SG	костюм|аар
костюм	костюмтай	N|COM;SG	костюм|тай
костюм	костюмаа	N|VOC;SG	костюм|аа
товч	товчийн	N|GEN;SG	товч|ийн
товч	товчинд	N|DAT;SG	товч|д
товч	товчийг	N|ACC;SG	товч|ийг
товч	товчоос	N|ABL;SG	товч|оос
товч	товчоор	N|INS;SG	товч|оор
товч	товчтой	N|COM;SG	товч|той
товч	товчоо	N|VOC;SG	товч|оо
хандлага	хандлагын	N|GEN;SG	хандлага|ын
хандлага	хандлагад	N|DAT;SG	хандлага|д
хандлага	хандлагыг	N|ACC;SG	хандлага|ыг
хандлага	хандлагаас	N|ABL;SG	хандлага|аас
хандлага	хандлагаар	N|INS;SG	хандлага|аар
хандлага	хандлагатай	N|COM;SG	хандлага|тай
хандлага	хандлагаа	N|VOC;SG	хандлага|аа
байдал	байдлын	N|GEN;SG	байдал|ын
байдал	байдалд	N|DAT;SG	байдал|д
байдал	байдлыг	N|ACC;SG	байдал|ыг
байдал	байдлаас	N|ABL;SG	байдал|аас
байдал	байдлаар	N|INS;SG	байдал|аар
байдал	байдалтай	N|COM;SG	байдал|тай
байдал	байдлаа	N|VOC;SG	байдал|аа
холбоо	холбооны	N|GEN;SG	холбоо|ы
холбоо	холбоонд	N|DAT;SG	холбоо|д
холбоо	холбоог	N|ACC;SG	холбоо|г
холбоо	холбооноос	N|ABL;SG	холбоо|оос
холбоо	холбоогоор	N|INS;SG	холбоо|оор
холбоо	холбоотой	N|COM;SG	холбоо|той
холбоо	холбоогоо	N|VOC;SG	холбоо|оо
холболт	холболтын	N|GEN;SG	холболт|ын
холболт	холболтод	N|DAT;SG	холболт|д
холболт	холболтыг	N|ACC;SG	холболт|ыг
холболт	холболтоос	N|ABL;SG	холболт|оос
холболт	холболтоор	N|INS;SG	холболт|оор
холболт	холболттой	N|COM;SG	холболт|той
холболт	холболтоо	N|VOC;SG	холболт|оо
гүүр	гүүрний	N|GEN;SG	гүүр|ий
гүүр	гүүрэнд	N|DAT;SG	гүүр|д
гүүр	гүүрийг	N|ACC;SG	гүүр|ийг
гүүр	гүүрээс	N|ABL;SG	гүүр|ээс
гүүр	гүүрээр	N|INS;SG	гүүр|ээр
гүүр	гүүртэй	N|COM;SG	гүүр|тэй
гүүр	гүүрээ	N|VOC;SG	гүүр|ээ
хөвөн	хөвөнгийн	N|GEN;SG	хөвөн|ийн
хөвөн	хөвөнд	N|DAT;SG	хөвөн|д
хөвөн	хөвөнг	N|ACC;SG	хөвөн|г
хөвөн	хөвөнгөөс	N|ABL;SG	хөвөн|өөс
хөвөн	хөвөнгөөр	N|INS;SG	хөвөн|өөр
хөвөн	хөвөнтэй	N|COM;SG	хөвөн|тэй
хөвөн	хөвөнгөө	N|VOC;SG	хөвөн|өө
шумбагч	шумбагчийн	N|GEN;SG	шумбагч|ийн
шумбагч	шумбагчид	N|DAT;SG	шумбагч|д
шумбагч	шумбагчийг	N|ACC;SG	шумбагч|ийг
шумбагч	шумбагчаас	N|ABL;SG	шумбагч|аас
шумбагч	шумбагчаар	N|INS;SG	шумбагч|аар
шумбагч	шумбагчтай	N|COM;SG	шумбагч|тай
шумбагч	шумбагчаа	N|VOC;SG	шумбагч|аа
оролцоо	оролцооны	N|GEN;SG	оролцоо|ы
оролцоо	оролцоонд	N|DAT;SG	оролцоо|д
оролцоо	оролцоог	N|ACC;SG	оролцоо|г
оролцоо	оролцооноос	N|ABL;SG	оролцоо|оос
оролцоо	оролцоогоор	N|INS;SG	оролцоо|оор
оролцоо	оролцоотой	N|COM;SG	оролцоо|той
оролцоо	оролцоогоо	N|VOC;SG	оролцоо|оо
ойлголт	ойлголтын	N|GEN;SG	ойлголт|ын
ойлголт	ойлголтод	N|DAT;SG	ойлголт|д
ойлголт	ойлголтыг	N|ACC;SG	ойлголт|ыг
ойлголт	ойлголтоос	N|ABL;SG	ойлголт|оос
ойлголт	ойлголтоор	N|INS;SG	ойлголт|оор
ойлголт	ойлголттой	N|COM;SG	ойлголт|той
ойлголт	ойлголтоо	N|VOC;SG	ойлголт|оо
цэг	цэгийн	N|GEN;SG	цэг|ийн
цэг	цэгт	N|DAT;SG	цэг|т
цэг	цэгийг	N|ACC;SG	цэг|ийг
цэг	цэгээс	N|ABL;SG	цэг|ээс
цэг	цэгээр	N|INS;SG	цэг|ээр
цэг	цэгтэй	N|COM;SG	цэг|тэй
цэг	цэгээ	N|VOC;SG	цэг|ээ
эмч	эмчийн	N|GEN;SG	эмч|ийн
эмч	эмчид	N|DAT;SG	эмч|д
эмч	эмчийг	N|ACC;SG	эмч|ийг
эмч	эмчээс	N|ABL;SG	эмч|ээс
эмч	эмчээр	N|INS;SG	эмч|ээр
эмч	эмчтэй	N|COM;SG	эмч|тэй
эмч	эмчээ	N|VOC;SG	эмч|ээ
касс	кассны	N|GEN;SG	касс|ы
касс	кассанд	N|DAT;SG	касс|д
касс	кассыг	N|ACC;SG	касс|ыг
касс	касснаас	N|ABL;SG	касс|аас
касс	кассаар	N|INS;SG	касс|аар
касс	касстай	N|COM;SG	касс|тай
касс	кассаа	N|VOC;SG	касс|аа
хөдөлгөгч	хөдөлгөгчийн	N|GEN;SG	хөдөлгөгч|ийн
хөдөлгөгч	хөдөлгөгчид	N|DAT;SG	хөдөлгөгч|д
хөдөлгөгч	хөдөлгөгчийг	N|ACC;SG	хөдөлгөгч|ийг
хөдөлгөгч	хөдөлгөгчөөс	N|ABL;SG	хөдөлгөгч|өөс
хөдөлгөгч	хөдөлгөгчөөр	N|INS;SG	хөдөлгөгч|өөр
хөдөлгөгч	хөдөлгөгчтэй	N|COM;SG	хөдөлгөгч|тэй
хөдөлгөгч	хөдөлгөгчөө	N|VOC;SG	хөдөлгөгч|өө
амжилт	амжилтын	N|GEN;SG	амжилт|ын
амжилт	амжилтад	N|DAT;SG	амжилт|д
амжилт	амжилтыг	N|ACC;SG	амжилт|ыг
амжилт	амжилтаас	N|ABL;SG	амжилт|аас
амжилт	амжилтаар	N|INS;SG	амжилт|аар
амжилт	амжилттай	N|COM;SG	амжилт|тай
амжилт	амжилтаа	N|VOC;SG	амжилт|аа
ололт	ололтын	N|GEN;SG	ололт|ын
ололт	ололтод	N|DAT;SG	ололт|д
ололт	ололтыг	N|ACC;SG	ололт|ыг
ололт	ололтоос	N|ABL;SG	ололт|оос
ололт	ололтоор	N|INS;SG	ололт|оор
ололт	ололттой	N|COM;SG	ололт|той
ололт	ололтоо	N|VOC;SG	ололт|оо
шударга	шударгын	N|GEN;SG	шударга|ын
шударга	шударгад	N|DAT;SG	шударга|д
шударга	шударгыг	N|ACC;SG	шударга|ыг
шударга	шударгаас	N|ABL;SG	шударга|аас
шударга	шударгаар	N|INS;SG	шударга|аар
шударга	шударгатай	N|COM;SG	шударга|тай
шударга	шударгаа	N|VOC;SG	шударга|аа
боломж	боломжийн	N|GEN;SG	боломж|ийн
боломж	боломжид	N|DAT;SG	боломж|д
боломж	боломжийг	N|ACC;SG	боломж|ийг
боломж	боломжоос	N|ABL;SG	боломж|оос
боломж	боломжоор	N|INS;SG	боломж|оор
боломж	боломжтой	N|COM;SG	боломж|той
боломж	боломжоо	N|VOC;SG	боломж|оо
эрин	эриний	N|GEN;SG	эрин|ий
эрин	эринд	N|DAT;SG	эрин|д
эрин	эринийг	N|ACC;SG	эрин|ийг
эрин	эринээс	N|ABL;SG	эрин|ээс
эрин	эринээр	N|INS;SG	эрин|ээр
эрин	эринтэй	N|COM;SG	эрин|тэй
эрин	эринээ	N|VOC;SG	эрин|ээ
талбай	талбайн	N|GEN;SG	талбай|н
талбай	талбайд	N|DAT;SG	талбай|д
талбай	талбайг	N|ACC;SG	талбай|г
талбай	талбайнаас	N|ABL;SG	талбай|аас
талбай	талбайгаар	N|INS;SG	талбай|аар
талбай	талбайтай	N|COM;SG	талбай|тай
талбай	талбайгаа	N|VOC;SG	талбай|аа
шүүх	шүүхийн	N|GEN;SG	шүүх|ийн
шүүх	шүүхэд	N|DAT;SG	шүүх|д
шүүх	шүүхийг	N|ACC;SG	шүүх|ийг
шүүх	шүүхээс	N|ABL;SG	шүүх|ээс
шүүх	шүүхээр	N|INS;SG	шүүх|ээр
шүүх	шүүхтэй	N|COM;SG	шүүх|тэй
шүүх	шүүхээ	N|VOC;SG	шүүх|ээ
хандивлагч	хандивлагчийн	N|GEN;SG	хандивлагч|ийн
хандивлагч	хандивлагчид	N|DAT;SG	хандивлагч|д
хандивлагч	хандивлагчийг	N|ACC;SG	хандивлагч|ийг
хандивлагч	хандивлагчаас	N|ABL;SG	хандивлагч|аас
хандивлагч	хандивлагчаар	N|INS;SG	хандивлагч|аар
хандивлагч	хандивлагчтай	N|COM;SG	хандивлагч|тай
хандивлагч	хандивлагчаа	N|VOC;SG	хандивлагч|аа
бүртгэл	бүртгэлийн	N|GEN;SG	бүртгэл|ийн
бүртгэл	бүртгэлд	N|DAT;SG	бүртгэл|д
бүртгэл	бүртгэлийг	N|ACC;SG	бүртгэл|ийг
бүртгэл	бүртгэлээс	N|ABL;SG	бүртгэл|ээс
бүртгэл	бүртгэлээр	N|INS;SG	бүртгэл|ээр
бүртгэл	бүртгэлтэй	N|COM;SG	бүртгэл|тэй
бүртгэл	бүртгэлээ	N|VOC;SG	бүртгэл|ээ
урвагч	урвагчийн	N|GEN;SG	урвагч|ийн
урвагч	урвагчид	N|DAT;SG	урвагч|д
урвагч	урвагчийг	N|ACC;SG	урвагч|ийг
урвагч	урвагчаас	N|ABL;SG	урвагч|аас
урвагч	урвагчаар	N|INS;SG	урвагч|аар
урвагч	урвагчтай	N|COM;SG	урвагч|тай
урвагч	урвагчаа	N|VOC;SG	урвагч|аа
шингэлт	шингэлтийн	N|GEN;SG	шингэлт|ийн
шингэлт	шингэлтэд	N|DAT;SG	шингэлт|д
шингэлт	шингэлтийг	N|ACC;SG	шингэлт|ийг
шингэлт	шингэлтээс	N|ABL;SG	шингэлт|ээс
шингэлт	шингэлтээр	N|INS;SG	шингэлт|ээр
шингэлт	шингэлттэй	N|COM;SG	шингэлт|тэй
шингэлт	шингэлтээ	N|VOC;SG	шингэлт|ээ
ухралт	ухралтын	N|GEN;SG	ухралт|ын
ухралт	ухралтад	N|DAT;SG	ухралт|д
ухралт	ухралтыг	N|ACC;SG	ухралт|ыг
ухралт	ухралтаас	N|ABL;SG	ухралт|аас
ухралт	ухралтаар	N|INS;SG	ухралт|аар
ухралт	ухралттай	N|COM;SG	ухралт|тай
ухралт	ухралтаа	N|VOC;SG	ухралт|аа
байгаль	байгалийн	N|GEN;SG	байгаль|ийн
байгаль	байгальд	N|DAT;SG	байгаль|д
байгаль	байгалийг	N|ACC;SG	байгаль|ийг
байгаль	байгалиас	N|ABL;SG	байгаль|ас
байгаль	байгалиар	N|INS;SG	байгаль|ар
байгаль	байгальтай	N|COM;SG	байгаль|тай
байгаль	байгалиа	N|VOC;SG	байгаль|а
архичин	архичны	N|GEN;SG	архичин|ы
архичин	архичинд	N|DAT;SG	архичин|д
архичин	архичныг	N|ACC;SG	архичин|ыг
архичин	архичнаас	N|ABL;SG	архичин|аас
архичин	архичнаар	N|INS;SG	архичин|аар
архичин	архичинтай	N|COM;SG	архичин|тай
архичин	архичнаа	N|VOC;SG	архичин|аа
гишүүн	гишүүний	N|GEN;SG	гишүүн|ий
гишүүн	гишүүнд	N|DAT;SG	гишүүн|д
гишүүн	гишүүнийг	N|ACC;SG	гишүүн|ийг
гишүүн	гишүүнээс	N|ABL;SG	гишүүн|ээс
гишүүн	гишүүнээр	N|INS;SG	гишүүн|ээр
гишүүн	гишүүнтэй	N|COM;SG	гишүүн|тэй
гишүүн	гишүүнээ	N|VOC;SG	гишүүн|ээ
үлдэгдэл	үлдэгдлийн	N|GEN;SG	үлдэгдэл|ийн
үлдэгдэл	үлдэгдэлд	N|DAT;SG	үлдэгдэл|д
үлдэгдэл	үлдэгдлийг	N|ACC;SG	үлдэгдэл|ийг
